Dispositivo;Ruta;Fecha;0-FUNDEPORTE SALIDA_Hora planificada;0-FUNDEPORTE SALIDA_Hora real;0-FUNDEPORTE SALIDA_Minutos adelanto;0-FUNDEPORTE SALIDA_Minutos atraso;1-TORNO_Hora planificada;1-TORNO_Hora real;1-TORNO_Minutos adelanto;1-TORNO_Minutos atraso;2-PUENTE DE GUAJALO_Hora planificada;2-PUENTE DE GUAJALO_Hora real;2-PUENTE DE GUAJALO_Minutos adelanto;2-PUENTE DE GUAJALO_Minutos atraso;3-SAN MARTIN_Hora planificada;3-SAN MARTIN_Hora real;3-SAN MARTIN_Minutos adelanto;3-SAN MARTIN_Minutos atraso;4-AUTOPISTA RUMIÑAHUI_Hora planificada;4-AUTOPISTA RUMIÑAHUI_Hora real;4-AUTOPISTA RUMIÑAHUI_Minutos adelanto;4-AUTOPISTA RUMIÑAHUI_Minutos atraso;5-LA MARIN_Hora planificada;5-LA MARIN_Hora real;5-LA MARIN_Minutos adelanto;5-LA MARIN_Minutos atraso;6-TREBOL RETORNO_Hora planificada;6-TREBOL RETORNO_Hora real;6-TREBOL RETORNO_Minutos adelanto;6-TREBOL RETORNO_Minutos atraso;7-AUTOPISTA RETORNO_Hora planificada;7-AUTOPISTA RETORNO_Hora real;7-AUTOPISTA RETORNO_Minutos adelanto;7-AUTOPISTA RETORNO_Minutos atraso;8-ARGELIA RETORNO_Hora planificada;8-ARGELIA RETORNO_Hora real;8-ARGELIA RETORNO_Minutos adelanto;8-ARGELIA RETORNO_Minutos atraso;9-PGUAJALO RETORNO_Hora planificada;9-PGUAJALO RETORNO_Hora real;9-PGUAJALO RETORNO_Minutos adelanto;9-PGUAJALO RETORNO_Minutos atraso;10-CHFIN RETORNO_Hora planificada;10-CHFIN RETORNO_Hora real;10-CHFIN RETORNO_Minutos adelanto;10-CHFIN RETORNO_Minutos atraso;Total atrasos;Total adelantos;Multa calculada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 23;FUNDEPORTE - EDESA;16/5/2019;12:06;12:07;0;1;12:13;12:12;1;0;12:20;12:20;0;0;12:26;12:25;1;0;12:44;12:44;0;0;12:53;12:52;1;0;13:02;12:48;14;0;13:11;12:41;30;0;13:23;13:23;0;0;13:33;13:32;1;0;13:38;13:38;0;0;1;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 41;FUNDEPORTE - EDESA;16/5/2019;12:10;12:14;0;4;12:17;12:17;0;0;12:24;12:24;0;0;12:30;12:30;0;0;12:48;12:47;1;0;12:57;12:55;2;0;13:06;12:51;15;0;13:15;12:45;30;0;13:27;13:27;0;0;13:37;12:25;72;0;13:42;13:41;1;0;4;121;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 33;FUNDEPORTE - EDESA;16/5/2019;12:18;12:19;0;1;12:25;12:25;0;0;12:32;12:33;0;1;12:38;12:39;0;1;12:56;12:57;0;1;13:05;13:05;0;0;13:14;13:01;13;0;13:23;12:55;28;0;13:35;13:36;0;1;13:45;12:34;71;0;13:50;13:50;0;0;5;112;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 37;FUNDEPORTE - EDESA;16/5/2019;12:22;12:22;0;0;12:29;12:28;1;0;12:36;12:36;0;0;12:42;12:41;1;0;13:00;13:00;0;0;13:09;13:08;1;0;13:18;13:04;14;0;13:27;12:58;29;0;13:39;13:38;1;0;13:49;12:37;72;0;13:54;13:52;2;0;0;121;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 30;FUNDEPORTE - EDESA;16/5/2019;12:26;12:26;0;0;12:33;12:33;0;0;12:40;12:40;0;0;12:46;12:47;0;1;13:04;13:04;0;0;13:13;13:09;4;0;13:22;13:06;16;0;13:31;13:01;30;0;13:43;13:40;3;0;13:53;12:41;72;0;13:58;14:00;0;2;3;125;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 18;FUNDEPORTE - EDESA;16/5/2019;12:30;12:30;0;0;12:37;12:36;1;0;12:44;12:44;0;0;12:50;12:50;0;0;13:08;13:08;0;0;13:17;13:17;0;0;13:26;13:13;13;0;13:35;13:06;29;0;13:47;13:46;1;0;13:57;13:55;2;0;14:02;14:02;0;0;0;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 31;FUNDEPORTE - EDESA;16/5/2019;12:34;12:34;0;0;12:41;12:40;1;0;12:48;12:47;1;0;12:54;12:53;1;0;13:12;13:11;1;0;13:21;13:19;2;0;13:30;13:14;16;0;13:39;13:09;30;0;13:51;13:49;2;0;14:01;13:58;3;0;14:06;14:06;0;0;0;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 12;FUNDEPORTE - EDESA;16/5/2019;12:42;12:42;0;0;12:49;12:49;0;0;12:56;12:55;1;0;13:02;13:02;0;0;13:20;13:20;0;0;13:29;13:27;2;0;13:38;13:23;15;0;13:47;13:17;30;0;13:59;13:56;3;0;14:09;14:06;3;0;14:14;14:12;2;0;0;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 27;FUNDEPORTE - EDESA;16/5/2019;12:46;12:46;0;0;12:53;12:53;0;0;13:00;13:01;0;1;13:06;13:07;0;1;13:24;13:24;0;0;13:33;13:31;2;0;13:42;13:28;14;0;13:51;13:22;29;0;14:03;14:03;0;0;14:13;13:02;71;0;14:18;14:17;1;0;2;117;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 26;FUNDEPORTE - EDESA;16/5/2019;12:50;12:50;0;0;12:57;12:57;0;0;13:04;13:05;0;1;13:10;13:11;0;1;13:28;13:26;2;0;13:37;13:32;5;0;13:46;13:29;17;0;13:55;13:24;31;0;14:07;14:06;1;0;14:17;13:06;71;0;14:22;14:18;4;0;2;131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 17;FUNDEPORTE - EDESA;16/5/2019;12:55;12:56;0;1;13:02;13:02;0;0;13:09;13:10;0;1;13:15;13:17;0;2;13:33;13:33;0;0;13:42;13:40;2;0;13:51;13:36;15;0;14:00;13:31;29;0;14:12;14:13;0;1;14:22;14:20;2;0;14:27;14:25;2;0;5;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 20;FUNDEPORTE - EDESA;16/5/2019;13:00;13:00;0;0;13:07;13:06;1;0;13:14;13:14;0;0;13:20;13:19;1;0;13:38;13:37;1;0;13:47;13:46;1;0;13:56;13:42;14;0;14:05;13:35;30;0;14:17;14:17;0;0;14:27;13:15;72;0;14:32;14:29;3;0;0;123;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 28;FUNDEPORTE - EDESA;16/5/2019;13:05;13:05;0;0;13:12;13:12;0;0;13:19;13:19;0;0;13:25;13:23;2;0;13:43;14:09;0;26;13:52;13:50;2;0;14:01;13:46;15;0;14:10;13:40;30;0;14:22;14:22;0;0;14:32;13:19;73;0;14:37;14:34;3;0;26;125;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 22;FUNDEPORTE - EDESA;16/5/2019;13:10;13:10;0;0;13:17;13:17;0;0;13:24;13:23;1;0;13:30;13:30;0;0;13:48;13:47;1;0;13:57;13:54;3;0;14:06;13:51;15;0;14:15;13:45;30;0;14:27;14:26;1;0;14:37;13:25;72;0;14:42;14:41;1;0;0;124;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 25;FUNDEPORTE - EDESA;16/5/2019;13:15;13:16;0;1;13:22;13:22;0;0;13:29;13:28;1;0;13:35;13:34;1;0;13:53;13:54;0;1;14:02;14:02;0;0;14:11;13:58;13;0;14:20;13:51;29;0;14:32;14:32;0;0;14:42;13:29;73;0;14:47;14:47;0;0;2;117;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 19;FUNDEPORTE - EDESA;16/5/2019;13:20;13:20;0;0;13:27;13:27;0;0;13:34;13:34;0;0;13:40;13:38;2;0;13:58;13:59;0;1;14:07;14:06;1;0;14:16;14:02;14;0;14:25;13:55;30;0;14:37;14:36;1;0;14:47;13:34;73;0;14:52;14:52;0;0;1;121;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 35;FUNDEPORTE - EDESA;16/5/2019;13:25;13:25;0;0;13:32;13:33;0;1;13:39;13:39;0;0;13:45;13:45;0;0;14:03;14:01;2;0;14:12;14:10;2;0;14:21;14:05;16;0;14:30;13:58;32;0;14:42;14:43;0;1;14:52;14:52;0;0;14:57;14:58;0;1;3;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 16;FUNDEPORTE - EDESA;16/5/2019;13:30;13:30;0;0;13:37;13:36;1;0;13:44;13:43;1;0;13:50;13:50;0;0;14:08;14:07;1;0;14:17;14:15;2;0;14:26;14:11;15;0;14:35;14:05;30;0;14:47;14:45;2;0;14:57;14:56;1;0;15:02;15:00;2;0;0;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 34;FUNDEPORTE - EDESA;16/5/2019;13:35;13:35;0;0;13:42;13:41;1;0;13:49;13:47;2;0;13:55;13:54;1;0;14:13;14:11;2;0;14:22;14:19;3;0;14:31;14:15;16;0;14:40;14:09;31;0;14:52;14:51;1;0;15:02;15:00;2;0;15:07;15:06;1;0;0;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 38;FUNDEPORTE - EDESA;16/5/2019;13:40;13:40;0;0;13:47;13:46;1;0;13:54;13:52;2;0;14:00;13:59;1;0;14:18;14:18;0;0;14:27;14:26;1;0;14:36;14:22;14;0;14:45;14:15;30;0;14:57;14:57;0;0;15:07;15:06;1;0;15:12;15:11;1;0;0;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 14;FUNDEPORTE - EDESA;16/5/2019;13:45;13:46;0;1;13:52;13:51;1;0;13:59;13:58;1;0;14:05;14:05;0;0;14:23;14:24;0;1;14:32;14:31;1;0;14:41;14:27;14;0;14:50;14:22;28;0;15:02;14:59;3;0;15:12;15:07;5;0;15:17;15:11;6;0;2;59;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 36;FUNDEPORTE - EDESA;16/5/2019;13:50;13:50;0;0;13:57;13:55;2;0;14:04;14:02;2;0;14:10;14:08;2;0;14:28;14:26;2;0;14:37;14:35;2;0;14:46;14:30;16;0;14:55;14:24;31;0;15:07;15:04;3;0;15:17;15:15;2;0;15:22;15:21;1;0;0;63;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 40;FUNDEPORTE - EDESA;16/5/2019;13:55;13:55;0;0;14:02;14:01;1;0;14:09;14:07;2;0;14:15;14:15;0;0;14:33;14:32;1;0;14:42;14:39;3;0;14:51;14:35;16;0;15:00;14:29;31;0;15:12;15:11;1;0;15:22;15:20;2;0;15:27;15:25;2;0;0;59;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 21;FUNDEPORTE - EDESA;16/5/2019;14:00;14:00;0;0;14:07;14:06;1;0;14:14;14:13;1;0;14:20;14:19;1;0;14:38;14:37;1;0;14:47;14:44;3;0;14:56;14:40;16;0;15:05;14:35;30;0;15:17;15:17;0;0;15:27;15:26;1;0;15:32;15:34;0;2;2;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 23;FUNDEPORTE - EDESA;16/5/2019;14:05;14:08;0;3;14:12;14:11;1;0;14:19;14:18;1;0;14:25;14:24;1;0;14:43;14:43;0;0;14:52;14:51;1;0;15:01;14:47;14;0;15:10;14:40;30;0;15:22;15:23;0;1;15:32;14:19;73;0;15:37;15:39;0;2;6;121;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 41;FUNDEPORTE - EDESA;16/5/2019;14:10;14:11;0;1;14:17;14:17;0;0;14:24;14:23;1;0;14:30;14:30;0;0;14:48;14:49;0;1;14:57;14:56;1;0;15:06;14:53;13;0;15:15;14:47;28;0;15:27;15:28;0;1;15:37;15:37;0;0;15:42;15:42;0;0;3;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 29;FUNDEPORTE - EDESA;16/5/2019;14:20;14:20;0;0;14:27;14:27;0;0;14:34;14:33;1;0;14:40;14:38;2;0;14:58;15:23;0;25;15:07;15:07;0;0;15:16;15:02;14;0;15:25;14:55;30;0;15:37;15:37;0;0;15:47;15:47;0;0;15:52;18:05;0;133;158;47;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 33;FUNDEPORTE - EDESA;16/5/2019;14:24;14:24;0;0;14:31;14:32;0;1;14:38;14:40;0;2;14:44;14:45;0;1;15:02;15:04;0;2;15:11;15:11;0;0;15:20;15:07;13;0;15:29;15:01;28;0;15:41;15:41;0;0;15:51;14:40;71;0;15:56;15:56;0;0;6;112;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 37;FUNDEPORTE - EDESA;16/5/2019;14:28;14:29;0;1;14:35;14:35;0;0;14:42;14:43;0;1;14:48;14:48;0;0;15:06;15:05;1;0;15:15;15:12;3;0;15:24;15:08;16;0;15:33;15:02;31;0;15:45;15:45;0;0;15:55;14:44;71;0;16:00;15:59;1;0;2;123;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 30;FUNDEPORTE - EDESA;16/5/2019;14:32;14:33;0;1;14:39;14:39;0;0;14:46;14:45;1;0;14:52;14:51;1;0;15:10;15:09;1;0;15:19;15:16;3;0;15:28;15:12;16;0;15:37;15:07;30;0;15:49;15:49;0;0;15:59;15:58;1;0;16:04;16:04;0;0;1;53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 31;FUNDEPORTE - EDESA;16/5/2019;14:36;14:40;0;4;14:43;14:43;0;0;14:50;14:50;0;0;14:56;14:55;1;0;15:14;15:15;0;1;15:23;15:23;0;0;15:32;15:18;14;0;15:41;15:12;29;0;15:53;16:01;0;8;16:03;16:09;0;6;16:08;16:14;0;6;25;44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 18;FUNDEPORTE - EDESA;16/5/2019;14:40;14:41;0;1;14:47;14:47;0;0;14:54;16:25;0;91;15:00;16:30;0;90;15:18;16:50;0;92;15:27;16:59;0;92;15:36;16:53;0;77;15:45;16:46;0;61;15:57;17:39;0;102;16:07;16:26;0;19;16:12;17:53;0;101;726;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 12;FUNDEPORTE - EDESA;16/5/2019;14:48;14:48;0;0;14:55;14:55;0;0;15:02;15:01;1;0;15:08;15:07;1;0;15:26;15:24;2;0;15:35;15:31;4;0;15:44;15:27;17;0;15:53;15:20;33;0;16:05;16:05;0;0;16:15;15:03;72;0;16:20;16:19;1;0;0;131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UNID 27;FUNDEPORTE - EDESA;16/5/2019;14:52;14:52;0;0;14:59;14:59;0;0;15:06;15:05;1;0;15:12;15:11;1;0;15:30;15:29;1;0;15:39;15:36;3;0;15:48;15:33;15;0;15:57;15:26;31;0;16:09;16:09;0;0;16:19;16:17;2;0;16:24;16:24;0;0;0;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
